content,publish_time,like_num,forward_num,comment_num
新年蓄能中，2025年全新梅赛德斯-奔驰纯电CLA即将全球首发，而车手基米·安东内利也将正式亮相梅赛德斯-AMG F1车队，新车与新星强强联合，2025期待拉满！#奔驰##全新纯电CLA##基米安东内利# 梅赛德斯-奔驰的微博视频  ,2024-12-19 18:20,43,13,8
智能豪华，油电全能。全新梅赛德斯-奔驰长轴距GLC插电式混合动力SUV典藏版现已上市，更从容，更澎湃，更懂你。插混技术，兼具澎湃动力、卓越能效与豪华行驶质感；配备高通8295智能座舱芯片、5G通信技术和第三代MBUX智能人机交互系统，唤醒反馈更迅速，APP更丰富、运行更流畅；L2+导航辅助驾驶系统...全文 [组图共4张] 原图 ,2024-12-18 18:00,23,21,7
奔驰，何以为奔驰？ 这个问题的答案散落在奔驰近140年的历史当中我们立足当下，面向未来从生物与自然，到人文和环境我们在不同的领域全力打造可持续的美好未来何以奔驰从“认养国宝”说起#何以奔驰惟有奔驰#  [组图共9张] 原图 ,2024-12-17 19:56,79,136,33
四季更替的时候，首位华人世界小姐@张梓琳 总会安排一些家庭的出行。又到了一年中的雪季，全家人乘着新一代#奔驰V级MPV#去往雪场。在张梓琳眼中，带着孩子看世界是件有意义的事。每一次出发，不只有说走就走的惊喜，也能让孩子领略未曾见过的风景，真切地感受春夏秋冬的轮替。不负温情陪伴，...全文 ,2024-12-16 10:00,588,50,48
本周dresscode：优雅。 [组图共3张] 原图 ,2024-12-16 09:30,177,19,21
奔驰，何以为奔驰？这个问题的答案散落在奔驰近140年的历史当中当人们想要更快的马车时我们发明了汽车，并不断进化、开拓探索人类出行的速度和边界何以奔驰一切的答案，都始于1886年的那辆车……#何以奔驰惟有奔驰#  [组图共9张] 原图 ,2024-12-14 14:30,90,28,39
今日#四级#附加题出炉，PHEV的英文全称在线等高手作答  原图 ,2024-12-14 14:00,41,18,15
一起奔驰过四季，期待在漫漫旅途中重逢。#四门GT#  原图 ,2024-12-12 09:30,57,13,9
"转发理由:梅赛德斯-奔驰中国智驾负责人深度对谈诺奖得主，跨界交锋，智慧碰撞，探索更多可能性！关于奔驰的最新智驾技术，诺奖得主说了什么？最新的脑科学研究，会对自动驾驶的研发带来哪些启示？直击跨界交锋的现场！点击视频，探索“奔驰范儿”的智驾科技。#科技奔驰#  
原始用户: 腾讯汽车
转发内容: 重磅跨界！诺奖得主深度对谈奔驰中国智驾负责人前沿脑科学研究会给自动驾驶的研发带来哪些启示？ 腾讯汽车的微博视频  ",2024-12-10 19:56,1077,77,43
"转发理由:明天，2024诺贝尔奖颁奖典礼即将举办，奔驰中国智驾负责人与诺奖得主展开跨界对谈，探讨脑科学研究能给自动驾驶带来哪些启发？剧透来了，先睹为快！#科技奔驰#  
原始用户: 腾讯汽车
转发内容: 抢先剧透，诺奖得主跨界对话奔驰中国智驾负责人 腾讯汽车的微博视频  ",2024-12-09 21:00,394,29,21
本周，高能入场。#奔驰GLE SUV#  原图 ,2024-12-09 09:30,68,18,10
志同道合者，总会相遇。在科技的深谷中遇见艺术，在艺术的深邃间看见科技的光芒。12月8日，梅赛德斯-奔驰将三度携手蔡国强，以无人机白天烟花表演《红帆》让科技与艺术在空中交汇，赋予每一束烟火全新的生命力。#梅赛德斯-奔驰 × 蔡国强# 梅赛德斯-奔驰的微博视频  ,2024-12-07 17:31,37,12,5
预祝梅赛德斯-奔驰G级越野车品牌大使@张艺兴 首次主演音乐话剧《受到召唤·敦煌》演出顺利！梅赛德斯-奔驰星愿基金自2019年起与敦煌研究院达成公益合作，愿与@张艺兴 一起，做千年文明瑰宝的传承守护者。#张艺兴再现敦煌奇迹##奔驰大G##张艺兴-G级越野车品牌大使# 梅赛德斯-奔驰的微博视频  ,2024-12-07 10:07,42946,39416,3108
#大雪#让我看看，雪花一飘，是谁的DNA动了？想玩雪的心，藏不了一点！实力玩家，满“雪”出击！ 梅赛德斯-奔驰的微博视频  ,2024-12-06 17:31,37,11,9
"转发理由:梦之队，让梦想成真。感谢与刘易斯·汉密尔顿并肩作战的每一个时刻。接下来，让我们一起在#2024F1阿布扎比大奖赛# 完成最后的篇章❤️祝福刘易斯，他将继续书写自己的传奇#LH44# #谢谢你刘易斯#//@梅赛德斯-AMG:谢谢你，刘易斯。那个孩子的梦想，我们一起实现了❤️ 这个周末将会是一场庆典，庆祝我们共...全文  
原始用户: 梅赛德斯-AMG_F1车队
转发内容: 想象…… 谢谢你，刘易斯 #谢谢你刘易斯# 梅赛德斯-AMG_F1车队的微博视频  ",2024-12-06 15:27,38,8,3
第一眼感觉：气场。#何以奔驰惟有奔驰#  [组图共3张] 原图 ,2024-12-04 14:35,156,27,20
奔驰，何以为奔驰？ 这个问题的答案散落在奔驰近140年的历史当中也在每一辆奔驰的舒适细节里无论是入座的感受还是平稳的旅程我们用舒适，照顾到你的每一寸感受何以奔驰从“丝滑入座”开始#何以奔驰惟有奔驰#  [组图共6张] 原图 ,2024-12-03 21:29,49,18,19
#2024年还有30天#，让过往的经历成为飞去未来的羽翼。#12月第一个工作日#，依旧活得“飞起”！  原图 ,2024-12-02 12:00,77,17,13
奔驰，何以为奔驰？这个问题的答案散落在奔驰近140年的历史当中也在梅赛德斯-AMG的速度与激情里由渴望起步，因速度非凡57载时光中的每段旅程都充满着对性能与豪华的极致追求何以奔驰踩下油门，一起进入AMG的非凡之旅#何以奔驰惟有奔驰#  [组图共9张] 原图 ,2024-11-29 15:30,43,13,14
一路奔驰的心，感谢相伴。一起同行的旅程，让#何以奔驰惟有奔驰#的故事，被不断续写。祝你踏花而行，芬芳相迎。  [组图共3张] 原图 ,2024-11-28 15:04,96,20,16
阳光正好，热爱网球的@吴尊 带上两位小朋友奔赴球场。作为新一代V级MPV首位车主，吴尊提车后便把大V调整为二三排座椅对坐，不管路途远近，只为能跟家人享受每一刻面对面的欢乐时光。#奔驰V级MPV#不仅随吴尊出席各种高光时刻，更是全家出行的好伙伴。在互相陪伴的日子里，见证家人亲密无间、孩子慢慢长...全文 ,2024-11-27 10:22,555,55,63
趁#初雪#，奔入一片雪花的灵感世界。纵使万物“雪”藏，也总能温暖在握。#北京下雪##你的IP所在地飘雪了吗#  [组图共3张] 原图 ,2024-11-26 23:40,89,18,17
跟随建筑大师@MAD_马岩松 一起奔驰在《狂想之城》，探索全球建筑与城市人文，向世界与自己发问；走过巴黎、洛杉矶…… 抵达“汽车摇篮”斯图加特，看汽车发明者梅赛德斯-奔驰如何以一代又一代定义时代风潮的经典车型，去印证#何以奔驰惟有奔驰# 在不断创新中做难而正确的事情，关注长期主义，保持敢于...全文 ,2024-11-25 11:00,269,25,22
#小雪#时节，和#S级轿车#一起出门踩踩雪❄️一起离开霓虹渲染的都市让身心沉浸在久违的纯净之中  [组图共4张] 原图 ,2024-11-22 13:00,70,23,11
时光会过去，但不会冲淡经典的魅力。当经典再临，一起捕捉那些“一眼奔驰”的时代印记。#何以奔驰惟有奔驰##1000Miglia#  [组图共9张] 原图 ,2024-11-21 14:00,55,23,7
关于奔驰安全、智能、电动化的最新成果已码齐！进入奔驰的科技世界，和🐻一起见证科技奔驰定义时代风潮！#何以奔驰惟有奔驰##越野还得看大G##科技奔驰#  [组图共8张] 原图 ,2024-11-20 19:31,43,13,9
作为中国第一家独立设计师买手店“棟梁”的主理人，王耀宇始终热爱发现、挑选和分享美之事物，“高级”也是他选择新一代V级MPV的重要理由。随王耀宇一起走进新“棟梁”亮相的幕后故事，也一同了解他眼中#奔驰V级MPV#在美学上的理念与实用上的巧思。高级又实用，#还得是奔驰大V##大有天地#...全文 ,2024-11-20 10:00,22,10,3
奔驰，何以为奔驰？ 这个问题的答案散落在奔驰近140年的历史当中我们于细节处用心打磨用开创性设计颠覆想象并把美学理念贯彻到不同车型中持续为你带来纯粹而感性的豪华何以奔驰今天从“香味管理”说起#何以奔驰惟有奔驰#  [组图共9张] 原图 ,2024-11-19 11:00,56,28,16
“粤”奔驰，越精彩。请注意，现在是#2024广州车展#“奔现”时刻，梅赛德斯-奔驰全品牌29款座驾一睹为快。沉浸感受#全新纯电G级越野车#“新越野三件套”的硬核装置，#越野还得看大G#，亲临迈巴赫至臻新境，接收来自AMG赛道基因的召唤。即日起至11月24日，2024广州国际车展5.1馆梅赛德斯-奔驰展台...全文 ,2024-11-18 18:00,31,5,4
上新，超灵活！#纯电EQE全系升级增配#旗舰版车型搭载后轮主动转向系统，转弯半径更小，狭小空间，一把就过。 梅赛德斯-奔驰的微博视频  ,2024-11-18 10:00,36,10,4
上新，超智能！#纯电EQE全系升级增配#新增可共享的数字钥匙，可使用智能手机或手表一键解锁。让钥匙，何必是“钥匙”。 梅赛德斯-奔驰的微博视频  ,2024-11-17 10:00,31,8,4
上新，超来劲！#纯电EQE全系升级增配#全系标配双电机，功率提升至300千瓦，零百公里加速4.9s。十足动力，十分尽兴！ 梅赛德斯-奔驰的微博视频  ,2024-11-16 10:00,41,10,5
今日份“猴赛雷”已预定！梅赛德斯-奔驰携全品牌29款座驾登陆#2024广州车展#，同期全新纯电G级越野车、新款纯电EQE及2025年款GLC轿跑SUV三款车型联袂上市，“无论油电，都很奔驰”，产品力全面升级。#越野还得看大G#参展车型覆盖燃油、纯电、插电式混合动力的强大产品阵容及硬核科技创新，为广大车...全文 [组图共6张] 原图 ,2024-11-15 18:00,37,15,34
“高智感”的美，倾心，意动。优雅动感的轿跑美学之上，智舱智驾全面革新，#梅赛德斯-奔驰GLC轿跑SUV#升级上市。标配高通8295智能座舱芯片，搭载第三代MBUX智能人机交互系统，配备L2+导航辅助驾驶系统，智舱智驾，全面升级。全系标配48伏ISG智能电机系统配合全时四轮驱动（4MATIC）系统，尽享更多驾...全文 [组图共9张] 原图 ,2024-11-15 10:50,46,16,5
"梅赛德斯-奔驰#纯电EQE#全系升级增配！实力焕发，全面进化。全系升级500车型，标配双电机四驱系统，最大输出功率达到300千瓦，百公里加速低至4.9秒，入门即豪华。 #无论油电，都很奔驰#厂商建议零售价（人民币）：EQE 500 4MATIC先锋版：478,000元EQE 500 4MATIC豪华版：496,000元EQE 500 4MATIC...全文 [组图共9张] 原图 ",2024-11-15 10:40,32,11,6
"新G能，已上线。全球首款豪华纯电硬派越野车#全新梅赛德斯-奔驰纯电G 580首发特别版#硬核上市。搭载4台可独立控制的轮边电机和4台电动两挡变速箱，实现整车432千瓦和1,164牛·米澎湃动能，搭载122千瓦时的电池组，CLTC工况综合续航达571公里；拥有创新电动科技的“新越野三件套”功能：“Off-Road Cr...全文 [组图共9张] 原图 ",2024-11-15 10:30,414,81,113
#纯电EQE全系升级增配#全系标配双电机，动力更强劲。搭载5G模块、数字钥匙等智能配置，你期待中的纯电，现已升级就位！ 梅赛德斯-奔驰的微博视频  ,2024-11-15 10:00,14,6,1
怎么品都有品的品质，开不开都安全的安全，看着开着都很拉风的设计，你懂的秒懂你的智能……舒适、科技、豪华、创新，这才是#何以奔驰惟有奔驰#的关键词！ 梅赛德斯-奔驰的微博视频  ,2024-11-14 16:48,48,15,3
今年，享誉全球的著名经典车赛事1000 Miglia首次落地中国，登陆广州，过去与未来将在此奇妙相遇。老车不老，他们从时光中走来，彰显着梅赛德斯-奔驰130年赛车运动中，那永不磨灭的创新与挑战精神。自1930年梅赛德斯-奔驰与该赛事结缘以来，众多经典车型在赛道上留下了传奇身影。今年，奔驰作为其战...全文 [组图共3张] 原图 ,2024-11-13 18:00,35,17,5
奔驰，何以为奔驰？这个问题的答案散落在奔驰近140年的历史当中我们始终立足当下，面向未来用数字化科技打造更智能的汽车并守护着你在车内的隐私安全智能出行时代何以奔驰，是更懂你的奔驰#何以奔驰惟有奔驰#  [组图共6张] 原图 ,2024-11-12 11:04,62,28,16
路途再远，安全也始终近在身边。新一代V级MPV 360度主被动安全防护，让旅程处处周全。 #奔驰V级MPV##大有天地##还得是奔驰大V# 梅赛德斯-奔驰的微博视频  ,2024-11-11 10:00,24,12,2
#天地即征途#从阿克苏向喀什一路奔驰，穿越峡谷与绿洲，登顶冰川高原，盘行于百转古道。#守护心中天地#以驰于壮阔的车辙与无畏的探索精神，向G级车传奇车主Gunther Holtorf和滚烫的越野精神致敬。#越野还得看大G# 2024梅赛德斯-奔驰SUV之旅，纵情于苍茫，从容凯旋；在天地间，在时光里，在旅途中找到...全文 ,2024-11-10 14:06,39,17,6
南疆归来，征途与守护，驰而不息。#守护心中天地#温宿大峡谷，传奇车队蜿蜒而至，穿越沙漠绿洲，于高原仙境眺望无尽之巅，静听慕士塔格峰的无声回响，纵擎驰骋在盘龙古道的百转天路上，直取昆路明珠班迪尔蓝湖，当帕米尔高原近在眼前，内心的宁静与力量，终被唤醒。#天地即征途#天地秀场间，探索传奇...全文 [组图共9张] 原图 ,2024-11-09 10:00,46,24,8
#天地即征途# 全新G 500越野归来，一场专为Ta定制的ASMR沉浸式清洗即将开始。泥泞车身与干净内饰，反差感拉满！#越野还得看大G# 解锁超「G」沉浸的视听盛宴。 梅赛德斯-奔驰的微博视频  ,2024-11-08 12:00,58,18,9
智能进阶，豪华如一高通8295智能座舱芯片、新增5G通信技术第三代MBUX智能人机交互系统车机互动更流畅，语音、导航再升级L2+导航辅助驾驶系统、全系标配带360°摄像头的智能泊车系统路况应对更从容，停车体验更丝滑便捷梅赛德斯-奔驰长轴距GLC SUV升级上市#奔驰GLC# 厂商建议零售价（人民币）：4...全文 [组图共9张] 原图 ,2024-11-07 12:31,52,35,10
请查收梅赛德斯-奔驰碰撞测试现场“暗黑大片”用创新性的检测技术保障你的行车安全#何以奔驰惟有奔驰#  [组图共4张] 原图 ,2024-11-06 13:00,48,20,11
奔驰，何以为奔驰？ 这个问题的答案散落在奔驰近140年的历史当中也在你安全抵达目的地的每一次旅程里安全，是我们跨越百年的承诺何以奔驰从我们安全工程师的“超能力”说起#何以奔驰惟有奔驰#  [组图共6张] 原图 ,2024-11-06 11:00,36,22,6
魔都地标下，公路即秀场。目光聚焦越野ICON的复古G调，即刻沉浸未来想象。梅赛德斯-奔驰携手盟可睐（Moncler）联合NIGO，打造Project G-Class Past II Future艺术车与系列服饰。G级越野车的传奇风范，超越时光，从1979年的街头，驶入未来创想。  [组图共9张] 原图 ,2024-11-05 18:00,43,22,3
传承45载的越野图腾，全新梅赛德斯-奔驰G 500以硬派实力开启传奇新篇。经典的越野三件套，配合电气化动力系统与数字化越野科技加持，#越野还得看大G#。超越G，唯有G。跟随全新G 500，从容踏上#天地即征途#2024梅赛德斯-奔驰SUV之旅，以平静与勇气，在宏大与壮丽中#守护心中天地#。...全文 ,2024-11-05 16:01,61,19,9
正片来袭！#奔驰无图L2++全球首秀#，采用端到端大模型，基于纯视觉方案，50分钟在上海城区跑21公里，全程0接管，“奔驰范儿”的智驾尽显行业头部实力#科技奔驰##何以奔驰惟有奔驰# 梅赛德斯-奔驰的微博视频  ,2024-11-04 15:41,213,36,20
复古优雅，代代相传。即刻沉浸S级秋游「代」入感。随第三代S级112系列的独特“尾鳍”，邂逅秋风；轻抚第四代S级108系列温暖棕色内饰，品味秋日雅趣；驾驶第五代S级116系列，层林尽染中，沉浸如梦般的安全感；与第七代S级140系列加速驶入灿然秋色；视线落入第十一代S级223系列的车身之上，落叶纷飞间...全文 [组图共9张] 原图 ,2024-11-04 14:00,64,28,9
#越野还得看大G#越野ICON在线炫G。全新纯电 G 级越野车搭载 “G-TURN”、“G-STEERING”和“off-road crawl”智能越野爬行模式，以“新越野三件套”，在2024梅赛德斯-奔驰SUV之旅中，带你抵达电动越野的传奇新境。#天地即征途##守护心中天地# 梅赛德斯-奔驰的微博视频  ,2024-11-03 18:19,149,23,51
十载征程#守护心中天地#，2024梅赛德斯-奔驰SUV之旅新疆站启动，去探索宏大与壮丽的征途，回应心中天地的呼唤。全新G级越野车家族，以史上最多元化的产品阵容，迎接首次全国试驾。秉承越野图腾的传奇基因的全新G 500，从赛道到高原的全新AMG G 63，以硬核科技与自然共生的全新纯电G级越野车，群山峻岭...全文 [组图共9张] 原图 ,2024-11-03 12:00,60,14,10
#2024英雄联盟全球总决赛#今晚上演！#梅赛德斯-奔驰#与英雄联盟赛事7年同行，从中国区首席合作伙伴到英雄联盟全球赛事独家汽车行业合作伙伴，见证了无数冠军的诞生。今年的召唤师杯又将花落谁家？此刻，由奔驰全球品牌大使费德勒驾驶#全新纯电G级越野车#特别涂装版冠军座驾护送的召唤师杯已抵达伦敦...全文 [组图共9张] 原图 ,2024-11-02 19:00,106,14,63
征程十载，遍历西域36国的足迹缓缓浮现，纵擎探索中，以向前的勇气和向阳的热忱，尽览天地之美，梅赛德斯-奔驰SUV家族#天地即征途#的雄心从未止步。2024梅赛德斯-奔驰SUV之旅新疆站启动仪式，全新纯电G级越野车传奇亮相，开辟豪华硬派越野新G元。#越野还得看大G##守护心中天地#，从阿克苏启程，向更...全文 ,2024-11-01 21:06,24,11,7
重磅预告！#奔驰无图L2++全球首秀#，采用端到端大模型的AI司机表现如何？马上见～#科技奔驰# 梅赛德斯-奔驰的微博视频  ,2024-11-01 12:00,22,10,7
2024英雄联盟全球总决赛冠亚军决赛明日打响！梅赛德斯-奔驰作为@英雄联盟 全球赛事独家汽车行业合作伙伴，打造全新纯电G级越野车特别涂装版冠军座驾，奔驰全球品牌大使罗杰·费德勒驾驶冠军座驾，护送召唤师杯前往伦敦O2体育馆，与全世界召唤师一同见证冠军的诞生。#全新梅赛德斯-奔驰纯电G级越野车#首...全文[查看全部图片/视频] ,2024-11-01 10:00,1157,85,113
驾驶惬意从容，乘员亦享安心守护。新一代V级MPV新增与升级多项驾驶辅助功能，助你安然前行。#奔驰V级MPV##大有天地##还得是奔驰大V# 梅赛德斯-奔驰的微博视频  ,2024-10-31 10:00,28,18,10
梅赛德斯-奔驰极端天气测试“现场路透”来查收高清美图#何以奔驰惟有奔驰#  [组图共7张] 原图 ,2024-10-30 10:00,78,24,15
亦商亦玩儿，#还得是奔驰大V#既是连续创业者，又是高阶运动玩家的@TOKEN胡依林 选择了新一代V级MPV作为相随创业的伙伴与奉陪撒野的玩伴。随胡依林视角，了解一位企业家如何兼顾事业与爱好，又为何再一次选择#奔驰V级MPV# #大有天地# 梅赛德斯-奔驰的微博视频  ,2024-10-29 10:00,35,15,6
奔驰，何以为奔驰？ 这个问题的答案散落在奔驰近140年的历史当中你向前安心奔驰的每一程背后都是奔驰对于品质的不懈执着何以奔驰今天从一个有点冷的故事说起#何以奔驰惟有奔驰#  [组图共6张] 原图 ,2024-10-29 10:00,36,21,6
#何以奔驰惟有奔驰#极端天气，影响出行？梅赛德斯-奔驰的车辆经历过从零下40°C到零上70°C的真实环境测试，用卓越的品质，保障你的每一程 梅赛德斯-奔驰的微博视频  ,2024-10-29 09:30,107,34,25
碧水丹山，星航共绘。梅赛德斯-奔驰携手十年合作伙伴中国国航共赴世界自然与文化双遗产地——武夷山国家公园，开启公益绿迹之旅。可持续发展理念根植于心，力践于行。自2007年梅赛德斯-奔驰以支持中国世界遗产地保护和管理项目开启在华公益之旅。迄今，已与15处世界遗产地及4大国家公园，开展深度合作...全文 [组图共9张] 原图 ,2024-10-26 16:29,96,28,40
敞开心绪，迎自由的风入怀，此刻，心动过曝。#全新CLE敞篷轿跑车#  原图 ,2024-10-24 17:00,56,30,19
#天地即征途#2024梅赛德斯-奔驰SUV之旅，传奇再续。梅赛德斯-奔驰SUV家族携全新纯电G级越野车，从都市秀场回归天地秀场，循迹丝路古道，从峡谷戈壁到雪山冰川，探秘西域古国，见证山河壮丽，感悟生命广阔，邀你探索传奇新境。#守护心中天地# 梅赛德斯-奔驰的微博视频  ,2024-10-23 10:28,50,29,15
在路上，找寻心中渴望定格的画面，于幕后，以影像创作进行观点表达。知名影像艺术家@黎晓亮Alexvi ，向你分享他的创作心得与新一代V级MPV的用车体验。在胶卷、快门编织的艺术世界中，邂逅#大有天地#，与#奔驰V级MPV#一起，继续再出发。我的拍档与好友，#还得是奔驰大V# 梅赛德斯-奔驰的微博视频  ,2024-10-23 10:00,18,10,4
如何依靠电机脱困？全新纯电G级越野车给你答案。纯电大G，让豪华硬派越野，正式进入电动时代！#奔驰大G# 梅赛德斯-奔驰的微博视频  ,2024-10-23 09:00,29,9,6
如何做好电池保护？全新纯电G级越野车给你答案。纯电大G，让豪华硬派越野，正式进入电动时代！#奔驰大G# 梅赛德斯-奔驰的微博视频  ,2024-10-23 09:00,29,6,3
如何让越野的速度慢下来？全新纯电G级越野车给你答案。纯电大G，让豪华硬派越野，正式进入电动时代！#奔驰大G# 梅赛德斯-奔驰的微博视频  ,2024-10-23 09:00,29,4,5
奔驰，何以为奔驰？这个问题的答案散落在奔驰近140年的历史当中也在无数个传奇的故事里今天，让我们回到传奇的开始一同见证大G的45载越野之旅#何以奔驰惟有奔驰#  [组图共6张] 原图 ,2024-10-22 11:00,80,35,19
传奇ICON燃爆魔都，多款G级越野车经典车型闪现黄浦江畔。经典与时尚，历史与传承，越野图腾的传奇在四十五周年之际再次引领风潮。任时光荏苒，唯传奇永恒。全新G级越野车再赴征途，传奇G续！#奔驰大G# 梅赛德斯-奔驰的微博视频  ,2024-10-22 10:38,13998,29597,1193
传奇与潮流交映，璀璨#Moncler Genius 天才之城#10月19日·上海，梅赛德斯-奔驰 × Moncler盟可睐天才之城完美落幕，感知独属于天才的创意夜晚。全新Project G-Class Past II Future艺术车的传奇才刚刚开始。 梅赛德斯-奔驰的微博视频  ,2024-10-22 10:30,31,7,5
独有的豪华感，于极致中臻现，在不经意间动人心弦。#S级轿车#  原图 ,2024-10-21 17:00,100,32,17
延续Project G-Class Past II Future艺术车的天才灵感，让经典元素成为行走的街头创想。梅赛德斯-奔驰携手@Moncler盟可睐 联合NIGO打造胶囊系列时尚单品。 梅赛德斯-奔驰的微博视频  ,2024-10-20 14:10,36,10,9
本季出街单品，由时尚“盟”友共同呈现。梅赛德斯-奔驰携手@Moncler盟可睐 联合NIGO打造：梅赛德斯-奔驰Past II Future G级越野车限量特别版，延续Project G-Class Past II Future艺术车的传奇灵感，全球限量发售20辆；胶囊系列时尚单品，让G级越野车的经典元素从公路走到秀场，融入街头时尚潮流。...全文 [组图共9张] 原图 ,2024-10-20 14:10,37,8,7
经典 ICON 的天才灵感，焕新呈现。梅赛德斯-奔驰与@Moncler盟可睐 再度携手，将天才灵感注入传奇新作。越野图腾与潮流文化的相遇，让复古格调成为生活方式的时尚缪斯，超越时间而风格永存。#Moncler Genius 天才之城# Project G-Class Past II Future 艺术车，如期而至。  [组图共7张] 原图 ,2024-10-19 20:17,64,17,9
「Project G-Class Past Ⅱ Future 艺术车」的天才灵感已就位。G刻出发，从经典驶向未来。目的地：#Moncler Genius 天才之城# @Moncler盟可睐 梅赛德斯-奔驰的微博视频  ,2024-10-19 20:13,33,4,1
超越经典，释义新篇。梅赛德斯-奔驰再度携手@Moncler盟可睐 ，联合NIGO共呈。今晚，天才之城见。#Moncler Genius 天才之城# [查看全部图片/视频] ,2024-10-19 16:31,41,11,5
欢迎梅赛德斯-奔驰G级越野车品牌大使@张艺兴 先生成为首批纯电G 580车主。#奔驰大G# #张艺兴-G级越野车品牌大使#  原图 ,2024-10-19 10:07,323761,266939,149707
梅赛德斯-奔驰欢迎歌手、演员@张艺兴 先生成为梅赛德斯-奔驰G级越野车品牌大使，传奇相遇，G艺超群。#奔驰大G# #张艺兴-G级越野车品牌大使#  原图 ,2024-10-18 22:07,1067531,906804,94518
以硬核越野性能，交融开创性电驱技术。G级越野车家族首款纯电量产越野车震撼来袭，承袭家族传统越野三件套：电动虚拟差速锁、电动低速越野挡功能和非承载式车身；凭借强悍智能电驱系统打造“新越野三件套”： “off-road crawl”智能越野爬行模式-上下坡时，实现“定速巡航”、“G-STEERING”转向功能...全文 [组图共9张] 原图 ,2024-10-18 21:02,180,29,32
越野图腾掣电抵沪，传奇盛宴等你来赴。“登峰造G”梅赛德斯-奔驰G级越野车之夜即将开启，一起见证传奇新篇。#奔驰大G# 梅赛德斯-奔驰的微博视频  ,2024-10-18 11:30,172,13,29
撷星光而来，于方寸之间遇见#大有天地#。2024年 VOGUE Forces of Fashion 时尚之力盛典今日启幕，梅赛德斯-奔驰担任独家汽车合作伙伴，快来看看新一代V级MPV上有没有你想见到的人😍赴约高光时刻，#还得是奔驰大V##奔驰V级MPV#  [组图共4张] 原图 ,2024-10-17 16:38,64,13,15
传奇ICON即将抵沪G级越野车多款历史标志车型闪现上海。经典与时尚，历史与传承，越野图腾的传奇新篇如期而至。“登峰造G”梅赛德斯-奔驰G级越野车之夜，即将启动。10月18日，邀你直击摩登传奇。#奔驰大G# 梅赛德斯-奔驰的微博视频  ,2024-10-16 18:00,90,16,15
历经45载传奇征程，全新G级越野车家族即将在“登峰造G”梅赛德斯-奔驰G级越野车之夜震撼齐聚。即刻预约直播，10月18日20:45，邀你一起见证。#任时光荏苒，唯传奇永恒##奔驰大G#  梅赛德斯-奔驰的微博直播 登峰造G 梅赛德斯-奔驰G级越野车之夜  ,2024-10-16 18:00,7314,1637,928
从喧嚣间，驶往心之安处。多年来，#奔驰V级MPV#始终担任顶奢度假酒店@柏联酒店 的贵宾用车，新一代V级MPV作为柏联酒店礼宾车队的新成员，携手昆明、景迈、重庆、和顺、黄果树5家柏联酒店打造尊享精选定制路线，邀你开启隐奢之旅，于山海之间邂逅#大有天地#柏联酒店尊享，#还得是奔驰大V#10月1日-12...全文 ,2024-10-16 10:00,28,11,9
当中式浪漫邂逅越野图腾，超越时间的生命力，以爱之名，风格永存。国际知名中国时装设计师陈鹏，延续其可持续发展的理念，将45000片青花瓷片回收、打磨，勾勒出盛放的玫瑰，镶嵌于车身之上，致敬G级越野车45年的传奇历程，创作G级越野车艺术作品《石破·天青》。作为时尚缪斯的G级越野车，集越野、艺...全文 [组图共9张] 原图 ,2024-10-16 09:00,118,17,29
梅赛德斯-奔驰全情支持2024上海劳力士大师赛。全力以赴，14载荣耀相伴；全场奔驰，传奇巨星倾力逐梦。2024梅赛德斯-奔驰网球季完美落幕！但传奇永不停息，精彩G续！ 梅赛德斯-奔驰的微博视频  ,2024-10-15 20:29,37,14,6
乐高大G勇闯梅赛德斯-奔驰大厦！三大试炼接连来袭！🔥Ta能否集齐试炼勋章，解锁发布会邀请函？🎟️10月18日，上海梅赛德斯-奔驰G级越野车之夜！乐高大G已经整装待发，快来一探究竟！🚙#快乐拼满G刻开玩##G级越野车##奔驰大G#  梅赛德斯-奔驰的微博视频  ,2024-10-15 18:01,54,28,19
十一假期，奔驰车主怎么过？智能出行报告已发布，一起看看👀同级智能驾驶标杆，如何成就小长假惬意奔驰的新体验：AI老司机的智驾里程新记录；“油电同智”的高阶享受；智能泊车的升级体验，全方位公开。第三代MBUX的便捷交互为奔驰车主带来了哪些快意时光：语音助理的豪华范儿；车载娱乐的高频...全文 原图 ,2024-10-11 10:00,37,20,220
一辆车如何成为图腾？一个ICON如何成就传奇？潮流不断更替，但忠于自我的风格却永远存续。当从前成为经典，现在成为风潮，最后，变成了传奇。梅赛德斯-奔驰携手吕燕翩然呈现上海时装周开幕秀 梅赛德斯-奔驰的微博视频  ,2024-10-10 17:31,204,21,95
"探索以想象为翼，共创为破界而生梅赛德斯-奔驰 x Moncler 盟可睐合作打造的PROJECT MONDO G艺术车首度登临魔都10月9日-10月18日，上海·新天地时尚 | 户外广场""登峰造G""梅赛德斯-奔驰限时空间无限灵感，与您相遇 梅赛德斯-奔驰的微博视频  ",2024-10-09 14:00,63,15,84
全力以赴，15载荣耀相伴，全场奔驰，谱写华彩瞬间，2024中国网球公开赛圆满落幕，梅赛德斯-奔驰网球季燃情不断 梅赛德斯-奔驰的微博视频  ,2024-10-08 20:08,64,11,16
